"TBLID","ORDER","Column heading for transposed file","LINE_TYPE","indent","Description","Census variable codes",,
"S10710",50,"T10est.50","S",3,"Owner occupied; AND persons per room is greater than 1.5; AND household income is greater than 30% but less than or equal to 50% of HAMFI","HUD30=0 AND HUD50=1",,
"S10710",51,"T10est.51","D",4,"Owner occupied; AND persons per room is greater than 1.5; AND household income is greater than 30% but less than or equal to 50% of HAMFI; AND household type is one family with no subfamilies","HHT=1:3 AND SFC=.",,
"S10710",52,"T10est.52","D",4,"Owner occupied; AND persons per room is greater than 1.5; AND household income is greater than 30% but less than or equal to 50% of HAMFI; AND household type is one family with at least one subfamily or more than one family","SFC>=1",,
"S10710",53,"T10est.53","D",4,"Owner occupied; AND persons per room is greater than 1.5; AND household income is greater than 30% but less than or equal to 50% of HAMFI; AND household type is non-family","HHT=4:7",,
"S10710",54,"T10est.54","S",3,"Owner occupied; AND persons per room is greater than 1.5; AND household income is greater than 50% but less than or equal to 80% of HAMFI","HUD50=0 AND HUD80=1",,
"S10710",55,"T10est.55","D",4,"Owner occupied; AND persons per room is greater than 1.5; AND household income is greater than 50% but less than or equal to 80% of HAMFI; AND household type is one family with no subfamilies","HHT=1:3 AND SFC=.",,
"S10710",56,"T10est.56","D",4,"Owner occupied; AND persons per room is greater than 1.5; AND household income is greater than 50% but less than or equal to 80% of HAMFI; AND household type is one family with at least one subfamily or more than one family","SFC>=1",,
"S10710",57,"T10est.57","D",4,"Owner occupied; AND persons per room is greater than 1.5; AND household income is greater than 50% but less than or equal to 80% of HAMFI; AND household type is non-family","HHT=4:7",,
"S10710",58,"T10est.58","S",3,"Owner occupied; AND persons per room is greater than 1.5; AND household income is greater than 80% but less than or equal to 95% of HAMFI","HUD80=0 AND HUD95=1",,
"S10710",59,"T10est.59","D",4,"Owner occupied; AND persons per room is greater than 1.5; AND household income is greater than 80% but less than or equal to 95% of HAMFI; AND household type is one family with no subfamilies","HHT=1:3 AND SFC=.",,
"S10710",60,"T10est.60","D",4,"Owner occupied; AND persons per room is greater than 1.5; AND household income is greater than 80% but less than or equal to 95% of HAMFI; AND household type is one family with at least one subfamily or more than one family","SFC>=1",,
"S10710",61,"T10est.61","D",4,"Owner occupied; AND persons per room is greater than 1.5; AND household income is greater than 80% but less than or equal to 95% of HAMFI; AND household type is non-family","HHT=4:7",,
"S10710",62,"T10est.62","S",3,"Owner occupied; AND persons per room is greater than 1.5; AND household income is greater than 95% of HAMFI","HUD95=0",,
"S10710",63,"T10est.63","D",4,"Owner occupied; AND persons per room is greater than 1.5; AND household income is greater than 95% of HAMFI; AND household type is one family with no subfamilies","HHT=1:3 AND SFC=.",,
"S10710",64,"T10est.64","D",4,"Owner occupied; AND persons per room is greater than 1.5; AND household income is greater than 95% of HAMFI; AND household type is one family with at least one subfamily or more than one family","SFC>=1",,
"S10710",65,"T10est.65","D",4,"Owner occupied; AND persons per room is greater than 1.5; AND household income is greater than 95% of HAMFI; AND household type is non-family","HHT=4:7",,
"S10710",66,"T10est.66","S",1,"Renter occupied","TEN=3:4",,
"S10710",67,"T10est.67","S",2,"Renter occupied; AND persons per room is less than or equal to 1","PPR<=1",,
"S10710",68,"T10est.68","S",3,"Renter occupied; AND persons per room is less than or equal to 1; AND household income is less than or equal to 30% of HAMFI","HUD30=1",,
"S10710",69,"T10est.69","D",4,"Renter occupied; AND persons per room is less than or equal to 1; AND household income is less than or equal to 30% of HAMFI; AND household type is one family with no subfamilies","HHT=1:3 AND SFC=.",,
"S10710",70,"T10est.70","D",4,"Renter occupied; AND persons per room is less than or equal to 1; AND household income is less than or equal to 30% of HAMFI; AND household type is one family with at least one subfamily or more than one family","SFC>=1",,
"S10710",71,"T10est.71","D",4,"Renter occupied; AND persons per room is less than or equal to 1; AND household income is less than or equal to 30% of HAMFI; AND household type is non-family","HHT=4:7",,
"S10710",72,"T10est.72","S",3,"Renter occupied; AND persons per room is less than or equal to 1; AND household income is greater than 30% but less than or equal to 50% of HAMFI","HUD30=0 AND HUD50=1",,
"S10710",73,"T10est.73","D",4,"Renter occupied; AND persons per room is less than or equal to 1; AND household income is greater than 30% but less than or equal to 50% of HAMFI; AND household type is one family with no subfamilies","HHT=1:3 AND SFC=.",,
"S10710",74,"T10est.74","D",4,"Renter occupied; AND persons per room is less than or equal to 1; AND household income is greater than 30% but less than or equal to 50% of HAMFI; AND household type is one family with at least one subfamily or more than one family","SFC>=1",,
"S10710",75,"T10est.75","D",4,"Renter occupied; AND persons per room is less than or equal to 1; AND household income is greater than 30% but less than or equal to 50% of HAMFI; AND household type is non-family","HHT=4:7",,
"S10710",76,"T10est.76","S",3,"Renter occupied; AND persons per room is less than or equal to 1; AND household income is greater than 50% but less than or equal to 80% of HAMFI","HUD50=0 AND HUD80=1",,
"S10710",77,"T10est.77","D",4,"Renter occupied; AND persons per room is less than or equal to 1; AND household income is greater than 50% but less than or equal to 80% of HAMFI; AND household type is one family with no subfamilies","HHT=1:3 AND SFC=.",,
"S10710",78,"T10est.78","D",4,"Renter occupied; AND persons per room is less than or equal to 1; AND household income is greater than 50% but less than or equal to 80% of HAMFI; AND household type is one family with at least one subfamily or more than one family","SFC>=1",,
"S10710",79,"T10est.79","D",4,"Renter occupied; AND persons per room is less than or equal to 1; AND household income is greater than 50% but less than or equal to 80% of HAMFI; AND household type is non-family","HHT=4:7",,
"S10710",80,"T10est.80","S",3,"Renter occupied; AND persons per room is less than or equal to 1; AND household income is greater than 80% but less than or equal to 95% of HAMFI","HUD80=0 AND HUD95=1",,
"S10710",81,"T10est.81","D",4,"Renter occupied; AND persons per room is less than or equal to 1; AND household income is greater than 80% but less than or equal to 95% of HAMFI; AND household type is one family with no subfamilies","HHT=1:3 AND SFC=.",,
"S10710",82,"T10est.82","D",4,"Renter occupied; AND persons per room is less than or equal to 1; AND household income is greater than 80% but less than or equal to 95% of HAMFI; AND household type is one family with at least one subfamily or more than one family","SFC>=1",,
"S10710",83,"T10est.83","D",4,"Renter occupied; AND persons per room is less than or equal to 1; AND household income is greater than 80% but less than or equal to 95% of HAMFI; AND household type is non-family","HHT=4:7",,
"S10710",84,"T10est.84","S",3,"Renter occupied; AND persons per room is less than or equal to 1; AND household income is greater than 95% of HAMFI","HUD95=0",,
"S10710",85,"T10est.85","D",4,"Renter occupied; AND persons per room is less than or equal to 1; AND household income is greater than 95% of HAMFI; AND household type is one family with no subfamilies","HHT=1:3 AND SFC=.",,
"S10710",86,"T10est.86","D",4,"Renter occupied; AND persons per room is less than or equal to 1; AND household income is greater than 95% of HAMFI; AND household type is one family with at least one subfamily or more than one family","SFC>=1",,
"S10710",87,"T10est.87","D",4,"Renter occupied; AND persons per room is less than or equal to 1; AND household income is greater than 95% of HAMFI; AND household type is non-family","HHT=4:7",,
"S10710",88,"T10est.88","S",2,"Renter occupied; AND persons per room is greater than 1 but less than or equal to 1.5","1.01 <= PPR <= 1.50 ",,
"S10710",89,"T10est.89","S",3,"Renter occupied; AND persons per room is greater than 1 but less than or equal to 1.5; AND household income is less than or equal to 30% of HAMFI","HUD30=1",,
"S10710",90,"T10est.90","D",4,"Renter occupied; AND persons per room is greater than 1 but less than or equal to 1.5; AND household income is less than or equal to 30% of HAMFI; AND household type is one family with no subfamilies","HHT=1:3 AND SFC=.",,
"S10710",91,"T10est.91","D",4,"Renter occupied; AND persons per room is greater than 1 but less than or equal to 1.5; AND household income is less than or equal to 30% of HAMFI; AND household type is one family with at least one subfamily or more than one family","SFC>=1",,
"S10710",92,"T10est.92","D",4,"Renter occupied; AND persons per room is greater than 1 but less than or equal to 1.5; AND household income is less than or equal to 30% of HAMFI; AND household type is non-family","HHT=4:7",,
"S10710",93,"T10est.93","S",3,"Renter occupied; AND persons per room is greater than 1 but less than or equal to 1.5; AND household income is greater than 30% but less than or equal to 50% of HAMFI","HUD30=0 AND HUD50=1",,
"S10710",94,"T10est.94","D",4,"Renter occupied; AND persons per room is greater than 1 but less than or equal to 1.5; AND household income is greater than 30% but less than or equal to 50% of HAMFI; AND household type is one family with no subfamilies","HHT=1:3 AND SFC=.",,
"S10710",95,"T10est.95","D",4,"Renter occupied; AND persons per room is greater than 1 but less than or equal to 1.5; AND household income is greater than 30% but less than or equal to 50% of HAMFI; AND household type is one family with at least one subfamily or more than one family","SFC>=1",,
"S10710",96,"T10est.96","D",4,"Renter occupied; AND persons per room is greater than 1 but less than or equal to 1.5; AND household income is greater than 30% but less than or equal to 50% of HAMFI; AND household type is non-family","HHT=4:7",,
"S10710",97,"T10est.97","S",3,"Renter occupied; AND persons per room is greater than 1 but less than or equal to 1.5; AND household income is greater than 50% but less than or equal to 80% of HAMFI","HUD50=0 AND HUD80=1",,
"S10710",98,"T10est.98","D",4,"Renter occupied; AND persons per room is greater than 1 but less than or equal to 1.5; AND household income is greater than 50% but less than or equal to 80% of HAMFI; AND household type is one family with no subfamilies","HHT=1:3 AND SFC=.",,
"S10710",99,"T10est.99","D",4,"Renter occupied; AND persons per room is greater than 1 but less than or equal to 1.5; AND household income is greater than 50% but less than or equal to 80% of HAMFI; AND household type is one family with at least one subfamily or more than one family","SFC>=1",,
"S10710",100,"T10est.100","D",4,"Renter occupied; AND persons per room is greater than 1 but less than or equal to 1.5; AND household income is greater than 50% but less than or equal to 80% of HAMFI; AND household type is non-family","HHT=4:7",,
"S10710",101,"T10est.101","S",3,"Renter occupied; AND persons per room is greater than 1 but less than or equal to 1.5; AND household income is greater than 80% but less than or equal to 95% of HAMFI","HUD80=0 AND HUD95=1",,
"S10710",102,"T10est.102","D",4,"Renter occupied; AND persons per room is greater than 1 but less than or equal to 1.5; AND household income is greater than 80% but less than or equal to 95% of HAMFI; AND household type is one family with no subfamilies","HHT=1:3 AND SFC=.",,
"S10710",103,"T10est.103","D",4,"Renter occupied; AND persons per room is greater than 1 but less than or equal to 1.5; AND household income is greater than 80% but less than or equal to 95% of HAMFI; AND household type is one family with at least one subfamily or more than one family","SFC>=1",,
"S10710",104,"T10est.104","D",4,"Renter occupied; AND persons per room is greater than 1 but less than or equal to 1.5; AND household income is greater than 80% but less than or equal to 95% of HAMFI; AND household type is non-family","HHT=4:7",,
"S10710",105,"T10est.105","S",3,"Renter occupied; AND persons per room is greater than 1 but less than or equal to 1.5; AND household income is greater than 95% of HAMFI","HUD95=0",,
"S10710",106,"T10est.106","D",4,"Renter occupied; AND persons per room is greater than 1 but less than or equal to 1.5; AND household income is greater than 95% of HAMFI; AND household type is one family with no subfamilies","HHT=1:3 AND SFC=.",,
"S10710",107,"T10est.107","D",4,"Renter occupied; AND persons per room is greater than 1 but less than or equal to 1.5; AND household income is greater than 95% of HAMFI; AND household type is one family with at least one subfamily or more than one family","SFC>=1",,
"S10710",108,"T10est.108","D",4,"Renter occupied; AND persons per room is greater than 1 but less than or equal to 1.5; AND household income is greater than 95% of HAMFI; AND household type is non-family","HHT=4:7",,
"S10710",109,"T10est.109","S",2,"Renter occupied; AND persons per room is greater than 1.5","PPR>1.50",,
